Year,Area,Street,Street 2,Strange HTML
2011,Birmingham,o/s̴retro,o/s retro,
2011,Birmingham," O/S̴Retro̴,̴South̴parade"," O/S Retro , South parade",
2011,Birmingham,O/S̴Retros,O/S Retros,
2011,Birmingham," O/S̴Royal̴Hotel,̴Lichfield̴Road"," O/S Royal Hotel, Lichfield Road",
2011,Birmingham,o/s̴temple̴bar,o/s temple bar,
2011,Birmingham,O/S̴Temple̴Bar,O/S Temple Bar,
2011,Birmingham," O/S̴Temple̴Bar,̴High̴Street"," O/S Temple Bar, High Street",
2011,Birmingham," O/s̴Temple̴Bar,̴Lower̴Parade̴Sutton̴Coldfield."," O/s Temple Bar, Lower Parade Sutton Coldfield.",
2011,Birmingham," O/S̴Temple̴Bar,̴S/C̴Town̴Centre"," O/S Temple Bar, S/C Town Centre",
2011,Birmingham," o/s̴temple̴bar,̴sutton̴coldfield,̴west̴milands"," o/s temple bar, sutton coldfield, west milands",
2011,Birmingham,o/s̴the̴hairy̴lemon,o/s the hairy lemon,
2011,Birmingham,On̴pavement̴outside̴The̴Royal̴Hotel,On pavement outside The Royal Hotel,
2011,Birmingham," Ourtside̴Royal̴Pub,̴Lichfield̴Road,̴Sutton̴Coldfield"," Ourtside Royal Pub, Lichfield Road, Sutton Coldfield",
2011,Birmingham," outside̴Glendale̴Tower,̴Lyndhurst̴Estate"," outside Glendale Tower, Lyndhurst Estate",
2011,Birmingham," Outside̴Litten̴Tree̴pub,̴Birmingham̴Road,̴Sutton̴Coldfield`"," Outside Litten Tree pub, Birmingham Road, Sutton Coldfield`",
2011,Birmingham," Outside̴Moo̴Moo̴Club,̴Town̴Centre,̴Sutton̴Coldfield"," Outside Moo Moo Club, Town Centre, Sutton Coldfield",
2011,Birmingham," Outside̴Moo̴Moo̴night̴club,̴South̴Parade"," Outside Moo Moo night club, South Parade",
2011,Birmingham," Outside̴Temple̴Parade,̴Lower̴Parade"," Outside Temple Parade, Lower Parade",
2011,Birmingham," Outside̴the̴Temple̴Bar,̴Lower̴Parade,̴SC"," Outside the Temple Bar, Lower Parade, SC",
2011,Birmingham,PARADE̴.̴SUTTON̴COLDFIELD,PARADE . SUTTON COLDFIELD,
2011,Birmingham,parade̴SC,parade SC,
2011,Birmingham,parade̴sutton̴coldfield,parade sutton coldfield,
2011,Birmingham,parade̴sutton̴coldfield,parade sutton coldfield,
2011,Birmingham,PARADE̴SUTTON̴COLDFIELD,PARADE SUTTON COLDFIELD,
2011,Birmingham,parade̴sutton̴town,parade sutton town,
2011,Birmingham," Parade,̴Sutton̴Coldfield"," Parade, Sutton Coldfield",
2011,Birmingham," Parade,̴Sutton̴Coldfield"," Parade, Sutton Coldfield",
2011,Birmingham," Parade,̴Sutton̴Town̴Centre"," Parade, Sutton Town Centre",
2011,Birmingham," Parkeston̴Crescent,̴Kinsgatnding,̴B'ham"," Parkeston Crescent, Kinsgatnding, B'ham",
2011,Birmingham,PLANTS̴GROVE̴ERDINGTON,PLANTS GROVE ERDINGTON,
2011,Birmingham," Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham"," Pype Hayes Road, Pype Hayes, B'ham",
2011,Birmingham," Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham"," Pype Hayes Road, Pype Hayes, B'ham",
2011,Birmingham," Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham"," Pype Hayes Road, Pype Hayes, B'ham",
2011,Birmingham,queen̴street,queen street,
2011,Birmingham,queen̴street,queen street,
2011,Birmingham,queen̴street,queen street,
2011,Birmingham,queen̴street,queen street,
2011,Birmingham,Queen̴Street̴Sutton̴Coldfield̴Town̴centre,Queen Street Sutton Coldfield Town centre,
2011,Birmingham,Queslett̴Road̴East,Queslett Road East,
2011,Birmingham,REDACRE̴RD̴BOLDMERE,REDACRE RD BOLDMERE,
2011,Birmingham,RESERVOIR̴ROAD,RESERVOIR ROAD,
2011,Birmingham,Ridgeway,Ridgeway,
2011,Birmingham," Slade̴Road,̴Erdington,̴B'ham"," Slade Road, Erdington, B'ham",
2011,Birmingham," Slade̴Road,̴Erdington,̴B'ham"," Slade Road, Erdington, B'ham",
2011,Birmingham," Soth̴parade,̴Sutton̴Coldfield"," Soth parade, Sutton Coldfield",
2011,Birmingham," Soth̴parade,̴Sutton̴Coldfield"," Soth parade, Sutton Coldfield",
2011,Birmingham,south̴parade,south parade,
2011,Birmingham,SOUTH̴PARADE,SOUTH PARADE,
2011,Birmingham,SOUTH̴PARADE,SOUTH PARADE,
2011,Birmingham,South̴Parade,South Parade,
2011,Birmingham,South̴Parade,South Parade,
2011,Birmingham,South̴Parade,South Parade,
2011,Birmingham,South̴Parade,South Parade,
2011,Birmingham,SOUTH̴PARADE,SOUTH PARADE,
2011,Birmingham,South̴Parade,South Parade,
2011,Birmingham,south̴parade,south parade,
2011,Birmingham,south̴parade,south parade,
2011,Birmingham,South̴Parade,South Parade,
2011,Birmingham," South̴Parade̴�����̴town̴centre,̴Sutton̴Coldfield"," South Parade ����� town centre, Sutton Coldfield",
2011,Birmingham,South̴Parade̴Sutton̴Coldfield,South Parade Sutton Coldfield,
2011,Birmingham,South̴parade̴Sutton̴Coldfield,South parade Sutton Coldfield,
2011,Birmingham,South̴Parade̴Sutton̴Town̴centre,South Parade Sutton Town centre,
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,Birmingham," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,Birmingham," South̴parade,̴Sutton̴Town̴Centre"," South parade, Sutton Town Centre",
2011,Birmingham," South̴Parade,̴Town̴Centre,̴Sutton̴Coldfield"," South Parade, Town Centre, Sutton Coldfield",
2011,Birmingham,STORNAWAY̴ROAD̴CASTLE̴VALE,STORNAWAY ROAD CASTLE VALE,
2011,Birmingham,STREETLEY̴ROAD̴ERDINGTON,STREETLEY ROAD ERDINGTON,
2011,Birmingham,sumburgh̴croft,sumburgh croft,
2011,Birmingham,Sutton̴Coldfield̴Town̴Centre,Sutton Coldfield Town Centre,
2011,Birmingham,Sutton̴Coldfield̴Town̴Centre,Sutton Coldfield Town Centre,
2011,Birmingham,Sutton̴New̴Road,Sutton New Road,
2011,Birmingham,Sutton̴New̴Road̴Erdington,Sutton New Road Erdington,
2011,Birmingham,SUTTON̴NEW̴ROAD̴ERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,Birmingham,SUTTON̴NEW̴ROAD̴ERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,Birmingham," Sutton̴New̴Road,̴Erdington,̴B'ham"," Sutton New Road, Erdington, B'ham",
2011,Birmingham,Sutton̴Parade,Sutton Parade,
2011,Birmingham,SUTTON̴PARADE,SUTTON PARADE,
2011,Birmingham,Sutton̴Parade,Sutton Parade,
2011,Birmingham,Sutton̴Town̴centre,Sutton Town centre,
2011,Birmingham,sutton̴town̴centre,sutton town centre,
2011,Birmingham,sutton̴town̴centre,sutton town centre,
2011,Birmingham,sutton̴town̴centre,sutton town centre,
2011,Birmingham,Sutton̴Town̴Centre,Sutton Town Centre,
2011,Birmingham,tedbury̴crescent,tedbury crescent,
2011,Birmingham," Tesco's̴Express,̴Walsall̴Road,̴Four̴Oaks,̴Sutton̴Coldfield"," Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield",
2011,Birmingham,The̴Parade,The Parade,
2011,Birmingham,The̴Parade,The Parade,
2011,Birmingham,The̴Parade,The Parade,
2011,Birmingham,the̴parade̴sutton,the parade sutton,
2011,Birmingham,THE̴PARADE̴SUTTON̴COLDFIELD,THE PARADE SUTTON COLDFIELD,
2011,Birmingham," The̴Parade,̴Birmingham̴Road,̴Sutton̴Coldfield"," The Parade, Birmingham Road, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,Birmingham," The̴Parade,̴Sutton̴Town̴Centre"," The Parade, Sutton Town Centre",
2011,Birmingham,the̴parade....,the parade....,
2011,Birmingham,THE̴RIDGEWAY,THE RIDGEWAY,
2011,Birmingham,The̴Ridgeway,The Ridgeway,
2011,Birmingham,The̴Ridgeway,The Ridgeway,
2011,Birmingham,The̴Swan̴PH,The Swan PH,
2011,Birmingham,turnhouse̴road,turnhouse road,
2011,Birmingham,Upper̴Holland̴Road,Upper Holland Road,
2011,Birmingham,Victoria̴Rd,Victoria Rd,
2011,Birmingham,Victoria̴Rd,Victoria Rd,
2011,Birmingham,victoria̴rd,victoria rd,
2011,Birmingham," Walsh̴Drive,̴Walmley,̴Sutton̴Coldfield"," Walsh Drive, Walmley, Sutton Coldfield",
2011,Birmingham,Warren̴Farm̴Rd,Warren Farm Rd,
2011,Birmingham,Warren̴Farm̴Road,Warren Farm Road,
2011,Birmingham,whitehouse̴common̴rd,whitehouse common rd,
2011,Birmingham,wilton̴Rd,wilton Rd,
2011,Birmingham," Windsor̴House,̴Jarvis̴Road,̴Erdington"," Windsor House, Jarvis Road, Erdington",
2011,Birmingham,Witton̴Lodge̴Road,Witton Lodge Road,
2011,Birmingham," Witton̴lodge̴Road,̴erdington"," Witton lodge Road, erdington",
2011,Birmingham,York̴Road,York Road,
2011,Birmingham,Abdon̴Ave,Abdon Ave,
2011,Birmingham,Alcester̴Road̴South,Alcester Road South,
2011,Birmingham,alvechurch̴rd,alvechurch rd,
2011,Birmingham,arden̴road,arden road,
2011,Birmingham,ardencote̴froad,ardencote froad,
2011,Birmingham,Ashley̴Close,Ashley Close,
2011,Birmingham,balti̴spice̴Bristol̴rd̴South,balti spice Bristol rd South,
2011,Birmingham,Barnes̴Hill,Barnes Hill,
2011,Birmingham,Barrow̴House,Barrow House,
2011,Birmingham,Bell̴Street,Bell Street,
2011,Birmingham,Birmingham̴New̴Street,Birmingham New Street,
2011,Birmingham,Birmingham̴New̴Street,Birmingham New Street,
2011,Birmingham,Birmingham̴New̴Street,Birmingham New Street,
2011,Birmingham," Birmingham̴Street,̴Oldbury"," Birmingham Street, Oldbury",
2011,Birmingham,Blandford̴Road,Blandford Road,
2011,Birmingham,Bournbrook̴Road,Bournbrook Road,
2011,Birmingham,Bournville̴Front̴Office,Bournville Front Office,
2011,Birmingham,bournville̴front̴office,bournville front office,
2011,Birmingham,bournville̴lane,bournville lane,
2011,Birmingham,Bournville̴Lane,Bournville Lane,
2011,Birmingham,Bournville̴lane̴front̴office,Bournville lane front office,
2011,Birmingham,bowling̴green̴road,bowling green road,
2011,Birmingham,Bristol̴Rd,Bristol Rd,
2011,Birmingham,bristol̴rd,bristol rd,
2011,Birmingham,bristol̴rd,bristol rd,
2011,Birmingham,bristol̴rd,bristol rd,
2011,Birmingham,bristol̴rd̴selly̴oak,bristol rd selly oak,
2011,Birmingham,bristol̴rd̴south,bristol rd south,
2011,Birmingham,bristol̴rd̴south,bristol rd south,
2011,Birmingham,bristol̴rd̴sth,bristol rd sth,
2011,Birmingham," Bristol̴Rd,̴Northfield"," Bristol Rd, Northfield",
2011,Birmingham," Bristol̴Rd,̴Selly̴Oak"," Bristol Rd, Selly Oak",
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,bristol̴road,bristol road,
2011,Birmingham,bristol̴road,bristol road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,bristol̴road,bristol road,
2011,Birmingham,bristol̴road,bristol road,
2011,Birmingham,bristol̴road,bristol road,
2011,Birmingham,bristol̴road,bristol road,
2011,Birmingham,Bristol̴Road,Bristol Road,
2011,Birmingham,Bristol̴Road̴Northfield,Bristol Road Northfield,
2011,Birmingham,bristol̴road̴selly̴oak,bristol road selly oak,
2011,Birmingham,Bristol̴Road̴selly̴Oak,Bristol Road selly Oak,
2011,Birmingham,bristol̴road̴selly̴oak,bristol road selly oak,
2011,Birmingham," Bristol̴Road̴South,̴Northfield"," Bristol Road South, Northfield",
2011,Birmingham," Bristol̴Road̴South,̴Selly̴Oak"," Bristol Road South, Selly Oak",
2011,Birmingham," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak",
2011,Birmingham," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak",
2011,Birmingham," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak",
2011,Birmingham,broad̴street,broad street,
2011,Birmingham,broad̴street,broad street,
2011,Birmingham,broad̴street,broad street,
2011,Birmingham," Broad̴Street,̴City̴Centre"," Broad Street, City Centre",
2011,Birmingham," Broad̴Street,̴City̴Centre"," Broad Street, City Centre",
2011,Birmingham,Brook̴lane,Brook lane,
2011,Birmingham,bunburry̴road,bunburry road,
2011,Birmingham,bunburry̴road,bunburry road,
2011,Birmingham," Burnhill̴Grove̴,Weoley̴Castle̴,Birmingham."," Burnhill Grove ,Weoley Castle ,Birmingham.",
2011,Birmingham,Car̴Park̴of̴Bournville̴lane̴P/Stn,Car Park of Bournville lane P/Stn,
2011,Birmingham," chinbrook̴road,̴billsley"," chinbrook road, billsley",
2011,Birmingham,church̴hill̴nortthfield,church hill nortthfield,
2011,Birmingham,Church̴Road,Church Road,
2011,Birmingham," Compton̴Road,̴Cradley̴Heath"," Compton Road, Cradley Heath",
2011,Birmingham," Costcutters,̴Ardern̴Road"," Costcutters, Ardern Road",
2011,Birmingham,dawberry̴road,dawberry road,
2011,Birmingham,Dawlish̴Road,Dawlish Road,
2011,Birmingham,dingle̴club,dingle club,
2011,Birmingham,doddington̴road,doddington road,
2011,Birmingham,Dog̴Kennel̴Lane,Dog Kennel Lane,
2011,Birmingham,dog̴pool̴lane,dog pool lane,
2011,Birmingham,downfield̴drive,downfield drive,
2011,Birmingham,Dudley̴bus̴station,Dudley bus station,
2011,Birmingham,Dwellings̴Lane,Dwellings Lane,
2011,Birmingham,EAFO,EAFO,
2011,Birmingham,Edgbaston̴Cricket̴Ground,Edgbaston Cricket Ground,
2011,Birmingham,edgbaston̴park̴road,edgbaston park road,
2011,Birmingham,Exeter̴Rd̴/̴Hubert̴Rd,Exeter Rd / Hubert Rd,
2011,Birmingham,fordhouse̴lane,fordhouse lane,
2011,Birmingham," Four̴ACres̴,Quinton."," Four ACres ,Quinton.",
2011,Birmingham," Frogmill̴Road,̴Frankley"," Frogmill Road, Frankley",
2011,Birmingham,genners̴lane,genners lane,
2011,Birmingham,Glastonbury̴Road,Glastonbury Road,
2011,Birmingham,great̴park̴rubery,great park rubery,
2011,Birmingham,Griffins̴Brook̴Lane,Griffins Brook Lane,
2011,Birmingham,Grosvenor̴Shopping̴Centre,Grosvenor Shopping Centre,
2011,Birmingham,hagley̴Road,hagley Road,
2011,Birmingham,hagley̴road,hagley road,
2011,Birmingham,hagley̴road,hagley road,
2011,Birmingham,Hagley̴Road,Hagley Road,
2011,Birmingham,hagley̴road,hagley road,
2011,Birmingham,Hagley̴Road,Hagley Road,
2011,Birmingham,Hagley̴Road,Hagley Road,
2011,Birmingham,Hagley̴Road,Hagley Road,
2011,Birmingham,Hagley̴Road,Hagley Road,
2011,Birmingham," Hagley̴Road,̴Edgbaston"," Hagley Road, Edgbaston",
2011,Birmingham," Hagley̴Road,̴Eedgbaston"," Hagley Road, Eedgbaston",
2011,Birmingham,Harborne̴Cricket̴club,Harborne Cricket club,
2011,Birmingham,Harborne̴high̴st,Harborne high st,
2011,Birmingham,Harborne̴High̴Street,Harborne High Street,
2011,Birmingham,Harborne̴High̴Street,Harborne High Street,
2011,Birmingham,Harborne̴High̴street,Harborne High street,
2011,Birmingham,Harborne̴Park̴Road,Harborne Park Road,
2011,Birmingham,Harborne̴Police̴Station,Harborne Police Station,
2011,Birmingham,Harbourne̴cricket̴club,Harbourne cricket club,
2011,Birmingham,Hawkesley̴End,Hawkesley End,
2011,Birmingham,Hawkesley̴Square,Hawkesley Square,
2011,Birmingham,Hazelwell̴Street,Hazelwell Street,
2011,Birmingham,heathmill̴lane̴digbeth,heathmill lane digbeth,
2011,Birmingham,herons̴wood,herons wood,
2011,Birmingham,High̴St,High St,
2011,Birmingham,High̴St̴Harborne,High St Harborne,
2011,Birmingham,high̴st̴harborne,high st harborne,
2011,Birmingham,high̴st̴northfield,high st northfield,
2011,Birmingham,High̴Street̴harborne,High Street harborne,
2011,Birmingham,High̴Street̴Harborne,High Street Harborne,
2011,Birmingham,high̴street̴harborne,high street harborne,
2011,Birmingham,high̴street̴harborne,high street harborne,
2011,Birmingham,high̴street̴harbourne,high street harbourne,
2011,Birmingham," High̴Street,̴Harborne"," High Street, Harborne",
2011,Birmingham," High̴Street,̴Harborne"," High Street, Harborne",
2011,Birmingham,Highfdield̴Lane,Highfdield Lane,
2011,Birmingham,highfield̴lane,highfield lane,
2011,Birmingham," Highfield̴Lane,̴Quinton"," Highfield Lane, Quinton",
2011,Birmingham," Hoggs̴Lane,̴Northfield"," Hoggs Lane, Northfield",
2011,Birmingham,Hollybank̴Road,Hollybank Road,
2011,Birmingham," Holywood̴Bowl,̴Rubery"," Holywood Bowl, Rubery",
2011,Birmingham,Home̴address,Home address,
2011,Birmingham," Honnington̴Crescent,̴Northfield"," Honnington Crescent, Northfield",
2011,Birmingham,jiggins̴lane,jiggins lane,
2011,Birmingham," Jiggins̴Lane,̴Bartley̴Green"," Jiggins Lane, Bartley Green",
2011,Birmingham,kembertone̴road,kembertone road,
2011,Birmingham,Kings̴Norton̴Green,Kings Norton Green,
2011,Birmingham,leech̴green̴rd,leech green rd,
2011,Birmingham,leith̴grove,leith grove,
2011,Birmingham,leith̴grove,leith grove,
2011,Birmingham,Long̴Fellow̴Road,Long Fellow Road,
2011,Birmingham,Longbridge̴Lane,Longbridge Lane,
2011,Birmingham,Longbridge̴Lane,Longbridge Lane,
2011,Birmingham," Longbridge̴Lane,̴West̴heath"," Longbridge Lane, West heath",
2011,Birmingham,longham̴croft,longham croft,
2011,Birmingham,Lottie̴Road,Lottie Road,
2011,Birmingham,lutley̴grove,lutley grove,
2011,Birmingham," Malins̴Road,̴Harborne"," Malins Road, Harborne",
2011,Birmingham,manderville̴house,manderville house,
2011,Birmingham," Marjoram̴Close,̴Hawksley"," Marjoram Close, Hawksley",
2011,Birmingham,Masshouse̴Lane,Masshouse Lane,
2011,Birmingham,Masshouse̴Lane,Masshouse Lane,
2011,Birmingham,maypole̴lane,maypole lane,
2011,Birmingham,merritts̴hill,merritts hill,
2011,Birmingham,metchley̴lane,metchley lane,
2011,Birmingham,moat̴road,moat road,
2011,Birmingham," Mounbatten̴House,̴Wyndham̴Road"," Mounbatten House, Wyndham Road",
2011,Birmingham,NEW̴STREET̴BR,NEW STREET BR,
2011,Birmingham,new̴street̴station,new street station,
2011,Birmingham,Nortb̴Worcester̴Golf̴Club,Nortb Worcester Golf Club,
2011,Birmingham," North̴Street,̴Harborne"," North Street, Harborne",
2011,Birmingham," North̴Street,̴Harborne"," North Street, Harborne",
2011,Birmingham,Northfield̴High̴Street,Northfield High Street,
2011,Birmingham,Northfield̴High̴Street.,Northfield High Street.,
2011,Birmingham,oakridge̴road̴northfield,oakridge road northfield,
2011,Birmingham,Oddingley̴road,Oddingley road,
2011,Birmingham," Oddingley̴Road,̴West̴heath"," Oddingley Road, West heath",
2011,Birmingham," Paradise̴Forum̴,Birmingham."," Paradise Forum ,Birmingham.",
2011,Birmingham,parsons̴hill,parsons hill,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,Pershore̴Road,Pershore Road,
2011,Birmingham,Pershore̴Road,Pershore Road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham,pershore̴road,pershore road,
2011,Birmingham," Pershore̴Road̴South,̴Kings̴Norton"," Pershore Road South, Kings Norton",
2011,Birmingham," Poole̴Crescent,̴Harborne"," Poole Crescent, Harborne",
2011,Birmingham,poplar̴avenue,poplar avenue,
2011,Birmingham,Portlands̴Road,Portlands Road,
2011,Birmingham,Princethorpe̴Road,Princethorpe Road,
2011,Birmingham,QE̴Casualty,QE Casualty,
2011,Birmingham,qe̴hospital,qe hospital,
2011,Birmingham,QE̴Hospital,QE Hospital,
2011,Birmingham,quality̴hotel,quality hotel,
2011,Birmingham,Queen̴Elizabeth̴Hospital,Queen Elizabeth Hospital,
